year,month,day,cases
2022,5,14,395
2022,5,15,233
2022,5,16,456
2022,5,17,625
2022,5,18,595
2022,5,19,451
2022,5,20,509
2022,5,21,203
2022,5,22,204
2022,5,23,437
2022,5,24,461
2022,5,25,486
2022,5,26,251
2022,5,27,308
2022,5,28,248
2022,5,29,170
2022,5,30,377
2022,5,31,519
2022,6,1,607
2022,6,2,590
2022,6,3,561
2022,6,4,243
2022,6,5,247
2022,6,6,385
2022,6,7,616
2022,6,8,1163
2022,6,9,1015
2022,6,10,1014
2022,6,11,544
2022,6,12,447
2022,6,13,662
2022,6,14,1381
2022,6,15,1097
2022,6,16,747
2022,6,17,805
2022,6,18,841
2022,6,19,562
2022,6,20,1010
2022,6,21,1986
2022,6,22,1392
2022,6,23,1375
2022,6,24,1451
2022,6,25,1142
2022,6,26,595
2022,6,27,958
2022,6,28,2107
2022,6,29,1593
2022,6,30,1798
2022,7,1,1473
2022,7,2,644
2022,7,3,529
2022,7,4,763
2022,7,5,2165
2022,7,6,1305
2022,7,7,1397
2022,7,8,1607
2022,7,9,712
2022,7,10,427
2022,7,11,846
2022,7,12,1601
2022,7,13,1652
2022,7,14,1133
2022,7,15,1208
2022,7,16,554
2022,7,17,364
2022,7,18,768
2022,7,19,1439
2022,7,20,963
2022,7,21,948
2022,7,22,917
2022,7,23,548
2022,7,24,348
2022,7,25,722
2022,7,26,1157
2022,7,27,947
2022,7,28,694
2022,7,29,746
2022,7,30,405
2022,7,31,251
2022,8,1,628
2022,8,2,1226
2022,8,3,815
2022,8,4,739
2022,8,5,519
2022,8,6,476
2022,8,7,217
2022,8,8,708
2022,8,9,847
2022,8,10,834
2022,8,11,745
2022,8,12,637
2022,8,13,386
2022,8,14,180
2022,8,15,756
2022,8,16,861
2022,8,17,849
2022,8,18,513
2022,8,19,614
2022,8,20,435
2022,8,21,159
2022,8,22,603
2022,8,23,850
2022,8,24,523
2022,8,25,586
2022,8,26,474
2022,8,27,307
2022,8,28,165
2022,8,29,576
2022,8,30,761
2022,8,31,511
2022,9,1,443
2022,9,2,414
2022,9,3,341
